Date,Close,Ticker
12/10/2015,749.46,GOOG
12/11/2015,738.87,GOOG
12/14/2015,747.77,GOOG
12/15/2015,743.4,GOOG
12/16/2015,758.09,GOOG
12/17/2015,749.43,GOOG
12/18/2015,739.31,GOOG
12/21/2015,747.77,GOOG
12/22/2015,750,GOOG
12/23/2015,750.31,GOOG
12/24/2015,748.4,GOOG
12/28/2015,762.51,GOOG
12/29/2015,776.6,GOOG
12/30/2015,771,GOOG
12/31/2015,758.88,GOOG
1/4/2016,741.84,GOOG
1/5/2016,742.58,GOOG
1/6/2016,743.62,GOOG
1/7/2016,726.39,GOOG
1/8/2016,714.47,GOOG
1/11/2016,716.03,GOOG
1/12/2016,726.07,GOOG
1/13/2016,700.56,GOOG
1/14/2016,714.72,GOOG
1/15/2016,694.45,GOOG
1/19/2016,701.79,GOOG
1/20/2016,698.45,GOOG
1/21/2016,706.59,GOOG
1/22/2016,725.25,GOOG
1/25/2016,711.67,GOOG
1/26/2016,713.04,GOOG
1/27/2016,699.99,GOOG
1/28/2016,730.96,GOOG
1/29/2016,742.95,GOOG
2/1/2016,752,GOOG
2/2/2016,764.65,GOOG
2/3/2016,726.95,GOOG
2/4/2016,708.01,GOOG
2/5/2016,683.57,GOOG
2/8/2016,682.74,GOOG
2/9/2016,678.11,GOOG
2/10/2016,684.12,GOOG
2/11/2016,683.11,GOOG
2/12/2016,682.4,GOOG
2/16/2016,691,GOOG
2/17/2016,708.4,GOOG
2/18/2016,697.35,GOOG
2/19/2016,700.91,GOOG
2/22/2016,706.46,GOOG
2/23/2016,695.85,GOOG
2/24/2016,699.56,GOOG
2/25/2016,705.75,GOOG
2/26/2016,705.07,GOOG
2/29/2016,697.77,GOOG
3/1/2016,718.81,GOOG
3/2/2016,718.85,GOOG
3/3/2016,712.42,GOOG
3/4/2016,710.89,GOOG
3/7/2016,695.16,GOOG
3/8/2016,693.97,GOOG
3/9/2016,705.24,GOOG
3/10/2016,712.82,GOOG
3/11/2016,726.82,GOOG
3/14/2016,730.49,GOOG
3/15/2016,728.33,GOOG
3/16/2016,736.09,GOOG
3/17/2016,737.78,GOOG
3/18/2016,737.6,GOOG
3/21/2016,742.09,GOOG
3/22/2016,740.75,GOOG
3/23/2016,738.06,GOOG
3/24/2016,735.3,GOOG
3/28/2016,733.53,GOOG
3/29/2016,744.77,GOOG
3/30/2016,750.53,GOOG
3/31/2016,744.95,GOOG
4/1/2016,749.91,GOOG
4/4/2016,745.29,GOOG
4/5/2016,737.8,GOOG
4/6/2016,745.69,GOOG
4/7/2016,740.28,GOOG
4/8/2016,739.15,GOOG
4/11/2016,736.1,GOOG
4/12/2016,743.09,GOOG
4/13/2016,751.72,GOOG
4/14/2016,753.2,GOOG
4/15/2016,759,GOOG
4/18/2016,766.61,GOOG
4/19/2016,753.93,GOOG
4/20/2016,752.67,GOOG
4/21/2016,759.14,GOOG
4/22/2016,718.77,GOOG
4/25/2016,723.15,GOOG
4/26/2016,708.14,GOOG
4/27/2016,705.84,GOOG
4/28/2016,691.02,GOOG
4/29/2016,693.01,GOOG
5/2/2016,698.21,GOOG
5/3/2016,692.36,GOOG
5/4/2016,695.7,GOOG
5/5/2016,701.43,GOOG
5/6/2016,711.12,GOOG
5/9/2016,712.9,GOOG
5/10/2016,723.18,GOOG
5/11/2016,715.29,GOOG
5/12/2016,713.31,GOOG
5/13/2016,710.83,GOOG
5/16/2016,716.49,GOOG
5/17/2016,706.23,GOOG
5/18/2016,706.63,GOOG
5/19/2016,700.32,GOOG
5/20/2016,709.74,GOOG
5/23/2016,704.24,GOOG
5/24/2016,720.09,GOOG
5/25/2016,725.27,GOOG
5/26/2016,724.12,GOOG
5/27/2016,732.66,GOOG
5/31/2016,735.72,GOOG
6/1/2016,734.15,GOOG
6/2/2016,730.4,GOOG
6/3/2016,722.34,GOOG
6/6/2016,716.55,GOOG
6/7/2016,716.65,GOOG
6/8/2016,728.28,GOOG
6/9/2016,728.58,GOOG
6/10/2016,719.41,GOOG
6/13/2016,718.36,GOOG
6/14/2016,718.27,GOOG
6/15/2016,718.92,GOOG
6/16/2016,710.36,GOOG
6/17/2016,691.72,GOOG
6/20/2016,693.71,GOOG
6/21/2016,695.94,GOOG
6/22/2016,697.46,GOOG
6/23/2016,701.87,GOOG
6/24/2016,675.22,GOOG
6/27/2016,668.26,GOOG
6/28/2016,680.04,GOOG
6/29/2016,684.11,GOOG
6/30/2016,692.1,GOOG
7/1/2016,699.21,GOOG
7/5/2016,694.49,GOOG
7/6/2016,697.77,GOOG
7/7/2016,695.36,GOOG
7/8/2016,705.63,GOOG
7/11/2016,715.09,GOOG
7/12/2016,720.64,GOOG
7/13/2016,716.98,GOOG
7/14/2016,720.95,GOOG
7/15/2016,719.85,GOOG
7/18/2016,733.78,GOOG
7/19/2016,736.96,GOOG
7/20/2016,741.19,GOOG
7/21/2016,738.63,GOOG
7/22/2016,742.74,GOOG
7/25/2016,739.77,GOOG
7/26/2016,738.42,GOOG
7/27/2016,741.77,GOOG
7/28/2016,745.91,GOOG
7/29/2016,768.79,GOOG
8/1/2016,772.88,GOOG
8/2/2016,771.07,GOOG
8/3/2016,773.18,GOOG
8/4/2016,771.61,GOOG
8/5/2016,782.22,GOOG
8/8/2016,781.76,GOOG
8/9/2016,784.26,GOOG
8/10/2016,784.68,GOOG
8/11/2016,784.85,GOOG
8/12/2016,783.22,GOOG
8/15/2016,782.44,GOOG
8/16/2016,777.14,GOOG
8/17/2016,779.91,GOOG
8/18/2016,777.5,GOOG
8/19/2016,775.42,GOOG
8/22/2016,772.15,GOOG
8/23/2016,772.08,GOOG
8/24/2016,769.64,GOOG
8/25/2016,769.41,GOOG
8/26/2016,769.54,GOOG
8/29/2016,772.15,GOOG
8/30/2016,769.09,GOOG
8/31/2016,767.05,GOOG
9/1/2016,768.78,GOOG
9/2/2016,771.46,GOOG
9/6/2016,780.08,GOOG
9/7/2016,780.35,GOOG
9/8/2016,775.32,GOOG
9/9/2016,759.66,GOOG
9/12/2016,769.02,GOOG
9/13/2016,759.69,GOOG
9/14/2016,762.49,GOOG
9/15/2016,771.76,GOOG
9/16/2016,768.88,GOOG
9/19/2016,765.7,GOOG
9/20/2016,771.41,GOOG
9/21/2016,776.22,GOOG
9/22/2016,787.21,GOOG
9/23/2016,786.9,GOOG
9/26/2016,774.21,GOOG
9/27/2016,783.01,GOOG
9/28/2016,781.56,GOOG
9/29/2016,775.01,GOOG
9/30/2016,777.29,GOOG
10/3/2016,772.56,GOOG
10/4/2016,776.43,GOOG
10/5/2016,776.47,GOOG
10/6/2016,776.86,GOOG
10/7/2016,775.08,GOOG
10/10/2016,785.94,GOOG
10/11/2016,783.07,GOOG
10/12/2016,786.14,GOOG
10/13/2016,778.19,GOOG
10/14/2016,778.53,GOOG
10/17/2016,779.96,GOOG
10/18/2016,795.26,GOOG
10/19/2016,801.56,GOOG
10/20/2016,796.97,GOOG
10/21/2016,799.37,GOOG
10/24/2016,813.11,GOOG
10/25/2016,807.67,GOOG
10/26/2016,799.07,GOOG
10/27/2016,795.35,GOOG
10/28/2016,795.37,GOOG
10/31/2016,784.54,GOOG
11/1/2016,783.61,GOOG
11/2/2016,768.7,GOOG
11/3/2016,762.13,GOOG
11/4/2016,762.02,GOOG
11/7/2016,782.52,GOOG
11/8/2016,790.51,GOOG
11/9/2016,785.31,GOOG
11/10/2016,762.56,GOOG
11/11/2016,754.02,GOOG
11/14/2016,736.08,GOOG
11/15/2016,758.49,GOOG
11/16/2016,764.48,GOOG
11/17/2016,771.23,GOOG
11/18/2016,760.54,GOOG
11/21/2016,769.2,GOOG
11/22/2016,768.27,GOOG
11/23/2016,760.99,GOOG
11/25/2016,761.68,GOOG
11/28/2016,768.24,GOOG
11/29/2016,770.84,GOOG
11/30/2016,758.04,GOOG
12/1/2016,747.92,GOOG
12/2/2016,750.5,GOOG
12/5/2016,762.52,GOOG
12/6/2016,759.11,GOOG
12/7/2016,771.19,GOOG
12/8/2016,776.42,GOOG
12/9/2016,789.29,GOOG
12/12/2016,789.27,GOOG
12/13/2016,796.1,GOOG
12/14/2016,797.07,GOOG
12/15/2016,797.85,GOOG
12/16/2016,790.8,GOOG
12/19/2016,794.2,GOOG
12/20/2016,796.42,GOOG
12/21/2016,794.56,GOOG
12/22/2016,791.26,GOOG
12/23/2016,789.91,GOOG
12/27/2016,791.55,GOOG
12/28/2016,785.05,GOOG
12/29/2016,782.79,GOOG
12/30/2016,771.82,GOOG
1/3/2017,786.14,GOOG
1/4/2017,786.9,GOOG
1/5/2017,794.02,GOOG
1/6/2017,806.15,GOOG
1/9/2017,806.65,GOOG
1/10/2017,804.79,GOOG
1/11/2017,807.91,GOOG
1/12/2017,806.36,GOOG
1/13/2017,807.88,GOOG
1/17/2017,804.61,GOOG
1/18/2017,806.07,GOOG
1/19/2017,802.18,GOOG
1/20/2017,805.02,GOOG
1/23/2017,819.31,GOOG
1/24/2017,823.87,GOOG
1/25/2017,835.67,GOOG
1/26/2017,832.15,GOOG
1/27/2017,823.31,GOOG
1/30/2017,802.32,GOOG
1/31/2017,796.79,GOOG
2/1/2017,795.7,GOOG
2/2/2017,798.53,GOOG
2/3/2017,801.49,GOOG
2/6/2017,801.34,GOOG
2/7/2017,806.97,GOOG
2/8/2017,808.38,GOOG
2/9/2017,809.56,GOOG
2/10/2017,813.67,GOOG
2/13/2017,819.24,GOOG
2/14/2017,820.45,GOOG
2/15/2017,818.98,GOOG
2/16/2017,824.16,GOOG
2/17/2017,828.07,GOOG
2/21/2017,831.66,GOOG
2/22/2017,830.76,GOOG
2/23/2017,831.33,GOOG
2/24/2017,828.64,GOOG
2/27/2017,829.28,GOOG
2/28/2017,823.21,GOOG
3/1/2017,835.24,GOOG
3/2/2017,830.63,GOOG
3/3/2017,829.08,GOOG
3/6/2017,827.78,GOOG
3/7/2017,831.91,GOOG
3/8/2017,835.37,GOOG
3/9/2017,838.68,GOOG
3/10/2017,843.25,GOOG
3/13/2017,845.54,GOOG
3/14/2017,845.62,GOOG
3/15/2017,847.2,GOOG
3/16/2017,848.78,GOOG
3/17/2017,852.12,GOOG
3/20/2017,848.4,GOOG
3/21/2017,830.46,GOOG
3/22/2017,829.59,GOOG
3/23/2017,817.58,GOOG
3/24/2017,814.43,GOOG
3/27/2017,819.51,GOOG
3/28/2017,820.92,GOOG
3/29/2017,831.41,GOOG
3/30/2017,831.5,GOOG
3/31/2017,829.56,GOOG
4/3/2017,838.55,GOOG
4/4/2017,834.57,GOOG
4/5/2017,831.41,GOOG
4/6/2017,827.88,GOOG
4/7/2017,824.67,GOOG
4/10/2017,824.73,GOOG
4/11/2017,823.35,GOOG
4/12/2017,824.32,GOOG
4/13/2017,823.56,GOOG
4/17/2017,837.17,GOOG
4/18/2017,836.82,GOOG
4/19/2017,838.21,GOOG
4/20/2017,841.65,GOOG
4/21/2017,843.19,GOOG
4/24/2017,862.76,GOOG
4/25/2017,872.3,GOOG
4/26/2017,871.73,GOOG
4/27/2017,874.25,GOOG
4/28/2017,905.96,GOOG
5/1/2017,912.57,GOOG
5/2/2017,916.44,GOOG
5/3/2017,927.04,GOOG
5/4/2017,931.66,GOOG
5/5/2017,927.13,GOOG
5/8/2017,934.3,GOOG
5/9/2017,932.17,GOOG
5/10/2017,928.78,GOOG
5/11/2017,930.6,GOOG
5/12/2017,932.22,GOOG
5/15/2017,937.08,GOOG
5/16/2017,943,GOOG
5/17/2017,919.62,GOOG
5/18/2017,930.24,GOOG
5/19/2017,934.01,GOOG
5/22/2017,941.86,GOOG
5/23/2017,948.82,GOOG
5/24/2017,954.96,GOOG
5/25/2017,969.54,GOOG
5/26/2017,971.47,GOOG
5/30/2017,975.88,GOOG
5/31/2017,964.86,GOOG
6/1/2017,966.95,GOOG
6/2/2017,975.6,GOOG
6/5/2017,983.68,GOOG
6/6/2017,976.57,GOOG
6/7/2017,981.08,GOOG
6/8/2017,983.41,GOOG
6/9/2017,949.83,GOOG
6/12/2017,942.9,GOOG
6/13/2017,953.4,GOOG
6/14/2017,950.76,GOOG
6/15/2017,942.31,GOOG
6/16/2017,939.78,GOOG
6/19/2017,957.37,GOOG
6/20/2017,950.63,GOOG
6/21/2017,959.45,GOOG
6/22/2017,957.09,GOOG
6/23/2017,965.59,GOOG
6/26/2017,952.27,GOOG
6/27/2017,927.33,GOOG
6/28/2017,940.49,GOOG
6/29/2017,917.79,GOOG
6/30/2017,908.73,GOOG
7/3/2017,898.7,GOOG
7/5/2017,911.71,GOOG
7/6/2017,906.69,GOOG
7/7/2017,918.59,GOOG
7/10/2017,928.8,GOOG
7/11/2017,930.09,GOOG
7/12/2017,943.83,GOOG
7/13/2017,947.16,GOOG
7/14/2017,955.99,GOOG
7/17/2017,953.42,GOOG
7/18/2017,965.4,GOOG
7/19/2017,970.89,GOOG
7/20/2017,968.15,GOOG
7/21/2017,972.92,GOOG
7/24/2017,980.34,GOOG
7/25/2017,950.7,GOOG
7/26/2017,947.8,GOOG
7/27/2017,934.09,GOOG
7/28/2017,941.53,GOOG
7/31/2017,930.5,GOOG
8/1/2017,930.83,GOOG
8/2/2017,930.39,GOOG
8/3/2017,923.65,GOOG
8/4/2017,927.96,GOOG
8/7/2017,929.36,GOOG
8/8/2017,926.79,GOOG
8/9/2017,922.9,GOOG
8/10/2017,907.24,GOOG
8/11/2017,914.39,GOOG
8/14/2017,922.67,GOOG
8/15/2017,922.22,GOOG
8/16/2017,926.96,GOOG
8/17/2017,910.98,GOOG
8/18/2017,910.67,GOOG
8/21/2017,906.66,GOOG
8/22/2017,924.69,GOOG
8/23/2017,927,GOOG
8/24/2017,921.28,GOOG
8/25/2017,915.89,GOOG
8/28/2017,913.81,GOOG
8/29/2017,921.29,GOOG
8/30/2017,929.57,GOOG
8/31/2017,939.33,GOOG
9/1/2017,937.34,GOOG
9/5/2017,928.45,GOOG
9/6/2017,927.81,GOOG
9/7/2017,935.95,GOOG
9/8/2017,926.5,GOOG
9/11/2017,929.08,GOOG
9/12/2017,932.07,GOOG
9/13/2017,935.09,GOOG
9/14/2017,925.11,GOOG
9/15/2017,920.29,GOOG
9/18/2017,915,GOOG
9/19/2017,921.81,GOOG
9/20/2017,931.58,GOOG
9/21/2017,932.45,GOOG
9/22/2017,928.53,GOOG
9/25/2017,920.97,GOOG
9/26/2017,924.86,GOOG
9/27/2017,944.49,GOOG
9/28/2017,949.5,GOOG
9/29/2017,959.11,GOOG
10/2/2017,953.27,GOOG
10/3/2017,957.79,GOOG
10/4/2017,951.68,GOOG
10/5/2017,969.96,GOOG
10/6/2017,978.89,GOOG
10/9/2017,977,GOOG
10/10/2017,972.6,GOOG
10/11/2017,989.25,GOOG
10/12/2017,987.83,GOOG
10/13/2017,989.68,GOOG
10/16/2017,992,GOOG
10/17/2017,992.18,GOOG
10/18/2017,992.81,GOOG
10/19/2017,984.45,GOOG
10/20/2017,988.2,GOOG
10/23/2017,968.45,GOOG
10/24/2017,970.54,GOOG
10/25/2017,973.33,GOOG
10/26/2017,972.56,GOOG
10/27/2017,1019.27,GOOG
10/30/2017,1017.11,GOOG
10/31/2017,1016.64,GOOG
11/1/2017,1025.5,GOOG
11/2/2017,1025.58,GOOG
11/3/2017,1032.48,GOOG
11/6/2017,1025.9,GOOG
11/7/2017,1033.33,GOOG
11/8/2017,1039.85,GOOG
11/9/2017,1031.26,GOOG
11/10/2017,1028.07,GOOG
11/13/2017,1025.75,GOOG
11/14/2017,1026,GOOG
11/15/2017,1020.91,GOOG
11/16/2017,1032.5,GOOG
11/17/2017,1019.09,GOOG
11/20/2017,1018.38,GOOG
11/21/2017,1034.49,GOOG
11/22/2017,1035.96,GOOG
11/24/2017,1040.61,GOOG
11/27/2017,1054.21,GOOG
11/28/2017,1047.41,GOOG
11/29/2017,1021.66,GOOG
11/30/2017,1021.41,GOOG
12/1/2017,1010.17,GOOG
12/4/2017,998.68,GOOG
12/5/2017,1005.15,GOOG
12/6/2017,1018.38,GOOG
12/7/2017,1030.93,GOOG
12/8/2017,1037.05,GOOG
12/11/2017,1041.1,GOOG
12/12/2017,1040.48,GOOG
12/13/2017,1040.61,GOOG
12/14/2017,1049.15,GOOG
12/15/2017,1064.19,GOOG
12/18/2017,1077.14,GOOG
12/19/2017,1070.68,GOOG
12/20/2017,1064.95,GOOG
12/21/2017,1063.63,GOOG
12/22/2017,1060.12,GOOG
12/26/2017,1056.74,GOOG
12/27/2017,1049.37,GOOG
12/28/2017,1048.14,GOOG
12/29/2017,1046.4,GOOG
1/2/2018,1065,GOOG
1/3/2018,1082.48,GOOG
1/4/2018,1086.4,GOOG
1/5/2018,1102.23,GOOG
1/8/2018,1106.94,GOOG
1/9/2018,1106.26,GOOG
1/10/2018,1102.61,GOOG
1/11/2018,1105.52,GOOG
1/12/2018,1122.26,GOOG
1/16/2018,1121.76,GOOG
1/17/2018,1131.98,GOOG
1/18/2018,1129.79,GOOG
1/19/2018,1137.51,GOOG
1/22/2018,1155.81,GOOG
1/23/2018,1169.97,GOOG
1/24/2018,1164.24,GOOG
1/25/2018,1170.37,GOOG
1/26/2018,1175.84,GOOG
1/29/2018,1175.58,GOOG
1/30/2018,1163.69,GOOG
1/31/2018,1169.94,GOOG
2/1/2018,1167.7,GOOG
2/2/2018,1111.9,GOOG
2/5/2018,1055.8,GOOG
2/6/2018,1080.6,GOOG
2/7/2018,1048.58,GOOG
2/8/2018,1001.52,GOOG
2/9/2018,1037.78,GOOG
2/12/2018,1051.94,GOOG
2/13/2018,1052.1,GOOG
2/14/2018,1069.7,GOOG
2/15/2018,1089.52,GOOG
2/16/2018,1094.8,GOOG
2/20/2018,1102.46,GOOG
2/21/2018,1111.34,GOOG
2/22/2018,1106.63,GOOG
2/23/2018,1126.79,GOOG
2/26/2018,1143.75,GOOG
2/27/2018,1118.29,GOOG
2/28/2018,1104.73,GOOG
3/1/2018,1069.52,GOOG
3/2/2018,1078.92,GOOG
3/5/2018,1090.93,GOOG
3/6/2018,1095.06,GOOG
3/7/2018,1109.64,GOOG
3/8/2018,1126,GOOG
3/9/2018,1160.04,GOOG
3/12/2018,1164.5,GOOG
3/13/2018,1138.17,GOOG
3/14/2018,1149.49,GOOG
3/15/2018,1149.58,GOOG
3/16/2018,1135.73,GOOG
3/19/2018,1099.82,GOOG
3/20/2018,1097.71,GOOG
3/21/2018,1090.88,GOOG
3/22/2018,1049.08,GOOG
3/23/2018,1021.57,GOOG
3/26/2018,1053.21,GOOG
3/27/2018,1005.1,GOOG
3/28/2018,1004.56,GOOG
3/29/2018,1031.79,GOOG
4/2/2018,1006.47,GOOG
4/3/2018,1013.41,GOOG
4/4/2018,1025.14,GOOG
4/5/2018,1027.81,GOOG
4/6/2018,1007.04,GOOG
4/9/2018,1015.45,GOOG
4/10/2018,1031.64,GOOG
4/11/2018,1019.97,GOOG
4/12/2018,1032.51,GOOG
4/13/2018,1029.27,GOOG
4/16/2018,1037.98,GOOG
4/17/2018,1074.16,GOOG
4/18/2018,1072.08,GOOG
4/19/2018,1087.7,GOOG
4/20/2018,1072.96,GOOG
4/23/2018,1067.45,GOOG
4/24/2018,1019.98,GOOG
4/25/2018,1021.18,GOOG
4/26/2018,1040.04,GOOG
4/27/2018,1030.05,GOOG
4/30/2018,1017.33,GOOG
5/1/2018,1037.31,GOOG
5/2/2018,1024.38,GOOG
5/3/2018,1023.72,GOOG
5/4/2018,1048.21,GOOG
5/7/2018,1054.79,GOOG
5/8/2018,1053.91,GOOG
5/9/2018,1082.76,GOOG
5/10/2018,1097.57,GOOG
5/11/2018,1098.26,GOOG
5/14/2018,1100.2,GOOG
5/15/2018,1079.23,GOOG
5/16/2018,1081.77,GOOG
5/17/2018,1078.59,GOOG
5/18/2018,1066.36,GOOG
5/21/2018,1079.58,GOOG
5/22/2018,1069.73,GOOG
5/23/2018,1079.69,GOOG
5/24/2018,1079.24,GOOG
5/25/2018,1075.66,GOOG
5/29/2018,1060.32,GOOG
5/30/2018,1067.8,GOOG
5/31/2018,1067.8,GOOG
6/1/2018,1119.5,GOOG
6/4/2018,1139.29,GOOG
6/5/2018,1139.66,GOOG
6/6/2018,1136.88,GOOG
6/7/2018,1123.86,GOOG
6/8/2018,1120.87,GOOG
6/11/2018,1129.99,GOOG
6/12/2018,1139.32,GOOG
6/13/2018,1134.79,GOOG
6/14/2018,1152.12,GOOG
6/15/2018,1152.26,GOOG
6/18/2018,1173.46,GOOG
6/19/2018,1168.06,GOOG
6/20/2018,1169.84,GOOG
6/21/2018,1157.66,GOOG
6/22/2018,1155.48,GOOG
6/25/2018,1124.81,GOOG
6/26/2018,1118.46,GOOG
6/27/2018,1103.98,GOOG
6/28/2018,1114.22,GOOG
6/29/2018,1115.65,GOOG
7/2/2018,1127.46,GOOG
7/3/2018,1102.89,GOOG
7/5/2018,1124.27,GOOG
7/6/2018,1140.17,GOOG
7/9/2018,1154.05,GOOG
7/10/2018,1152.84,GOOG
7/11/2018,1153.9,GOOG
7/12/2018,1183.48,GOOG
7/13/2018,1188.82,GOOG
7/16/2018,1183.86,GOOG
7/17/2018,1198.8,GOOG
7/18/2018,1195.88,GOOG
7/19/2018,1186.96,GOOG
7/20/2018,1184.91,GOOG
7/23/2018,1205.5,GOOG
7/24/2018,1248.08,GOOG
7/25/2018,1263.7,GOOG
7/26/2018,1268.33,GOOG
7/27/2018,1238.5,GOOG
7/30/2018,1219.74,GOOG
7/31/2018,1217.26,GOOG
8/1/2018,1220.01,GOOG
8/2/2018,1226.15,GOOG
