Date,Close,Ticker
3/3/2015,32.34,AAPL
3/4/2015,32.14,AAPL
3/5/2015,31.6,AAPL
3/6/2015,31.65,AAPL
3/9/2015,31.79,AAPL
3/10/2015,31.13,AAPL
3/11/2015,30.56,AAPL
3/12/2015,31.11,AAPL
3/13/2015,30.9,AAPL
3/16/2015,31.24,AAPL
3/17/2015,31.76,AAPL
3/18/2015,32.12,AAPL
3/19/2015,31.87,AAPL
3/20/2015,31.48,AAPL
3/23/2015,31.8,AAPL
3/24/2015,31.67,AAPL
3/25/2015,30.85,AAPL
3/26/2015,31.06,AAPL
3/27/2015,30.81,AAPL
3/30/2015,31.59,AAPL
3/31/2015,31.11,AAPL
4/1/2015,31.06,AAPL
4/2/2015,31.33,AAPL
4/6/2015,31.84,AAPL
4/7/2015,31.5,AAPL
4/8/2015,31.4,AAPL
4/9/2015,31.64,AAPL
4/10/2015,31.78,AAPL
4/13/2015,31.71,AAPL
4/14/2015,31.58,AAPL
4/15/2015,31.7,AAPL
4/16/2015,31.54,AAPL
4/17/2015,31.19,AAPL
4/20/2015,31.9,AAPL
4/21/2015,31.73,AAPL
4/22/2015,32.16,AAPL
4/23/2015,32.42,AAPL
4/24/2015,32.57,AAPL
4/27/2015,33.16,AAPL
4/28/2015,32.64,AAPL
4/29/2015,32.16,AAPL
4/30/2015,31.29,AAPL
5/1/2015,32.24,AAPL
5/4/2015,32.17,AAPL
5/5/2015,31.45,AAPL
5/6/2015,31.25,AAPL
5/7/2015,31.32,AAPL
5/8/2015,31.91,AAPL
5/11/2015,31.58,AAPL
5/12/2015,31.47,AAPL
5/13/2015,31.5,AAPL
5/14/2015,32.24,AAPL
5/15/2015,32.19,AAPL
5/18/2015,32.55,AAPL
5/19/2015,32.52,AAPL
5/20/2015,32.52,AAPL
5/21/2015,32.85,AAPL
5/22/2015,33.14,AAPL
5/26/2015,32.41,AAPL
5/27/2015,33.01,AAPL
5/28/2015,32.95,AAPL
5/29/2015,32.57,AAPL
6/1/2015,32.63,AAPL
6/2/2015,32.49,AAPL
6/3/2015,32.53,AAPL
6/4/2015,32.34,AAPL
6/5/2015,32.16,AAPL
6/8/2015,31.95,AAPL
6/9/2015,31.86,AAPL
6/10/2015,32.22,AAPL
6/11/2015,32.15,AAPL
6/12/2015,31.79,AAPL
6/15/2015,31.73,AAPL
6/16/2015,31.9,AAPL
6/17/2015,31.83,AAPL
6/18/2015,31.97,AAPL
6/19/2015,31.65,AAPL
6/22/2015,31.9,AAPL
6/23/2015,31.76,AAPL
6/24/2015,32.03,AAPL
6/25/2015,31.88,AAPL
6/26/2015,31.69,AAPL
6/29/2015,31.13,AAPL
6/30/2015,31.36,AAPL
7/1/2015,31.65,AAPL
7/2/2015,31.61,AAPL
7/6/2015,31.5,AAPL
7/7/2015,31.42,AAPL
7/8/2015,30.64,AAPL
7/9/2015,30.02,AAPL
7/10/2015,30.82,AAPL
7/13/2015,31.42,AAPL
7/14/2015,31.4,AAPL
7/15/2015,31.71,AAPL
7/16/2015,32.13,AAPL
7/17/2015,32.41,AAPL
7/20/2015,33.02,AAPL
7/21/2015,32.69,AAPL
7/22/2015,31.31,AAPL
7/23/2015,31.29,AAPL
7/24/2015,31.13,AAPL
7/27/2015,30.69,AAPL
7/28/2015,30.85,AAPL
7/29/2015,30.75,AAPL
7/30/2015,30.59,AAPL
7/31/2015,30.33,AAPL
8/3/2015,29.61,AAPL
8/4/2015,28.66,AAPL
8/5/2015,28.85,AAPL
8/6/2015,28.78,AAPL
8/7/2015,28.88,AAPL
8/10/2015,29.93,AAPL
8/11/2015,28.37,AAPL
8/12/2015,28.81,AAPL
8/13/2015,28.79,AAPL
8/14/2015,28.99,AAPL
8/17/2015,29.29,AAPL
8/18/2015,29.13,AAPL
8/19/2015,28.75,AAPL
8/20/2015,28.16,AAPL
8/21/2015,26.44,AAPL
8/24/2015,25.78,AAPL
8/25/2015,25.94,AAPL
8/26/2015,27.42,AAPL
8/27/2015,28.23,AAPL
8/28/2015,28.32,AAPL
8/31/2015,28.19,AAPL
9/1/2015,26.93,AAPL
9/2/2015,28.09,AAPL
9/3/2015,27.59,AAPL
9/4/2015,27.32,AAPL
9/8/2015,28.08,AAPL
9/9/2015,27.54,AAPL
9/10/2015,28.14,AAPL
9/11/2015,28.55,AAPL
9/14/2015,28.83,AAPL
9/15/2015,29.07,AAPL
9/16/2015,29.1,AAPL
9/17/2015,28.48,AAPL
9/18/2015,28.36,AAPL
9/21/2015,28.8,AAPL
9/22/2015,28.35,AAPL
9/23/2015,28.58,AAPL
9/24/2015,28.75,AAPL
9/25/2015,28.68,AAPL
9/28/2015,28.11,AAPL
